ROY_5,1.931
ROY_2,1.451
ROY_3,1.61
ROY_4,1.686
ROY_10,1.899
ROY_8,1.981
ROY_1,1.844
ROY_6,1.522
ROY_7,1.782
ROY_0,1.944
ROY_9,1.969
